sport_type,weighted_average_watts,max_heartrate,kudos_count,distance_m,start_date_local,achievement_count,start_lng,kilojoules,type,calories,elapsed_time_s,average_cadence,pr_count,total_elevation_gain_m,location_city,max_watts,max_speed_ms,start_lat,date,name,average_heartrate,commute,average_pace_min_km,suffer_score,moving_time_s,average_watts,trainer,location_country,average_speed_ms,distance_km,gear_id,id
Ride,198,121.0,37,30092.9,2021-12-03T04:47:32Z,0,28.28018163330853,613.5,Ride,,3763,79.3,0,146.0,,1173,20.688,-26.16039245389402,2021-12-03,Morning Ride,83.8,False,,,3763,163.2,False,,7.997,30.09,b9840788,6336687070
Ride,234,,32,25043.1,2021-12-02T04:43:28Z,17,28.283336581662297,557.3,Ride,,2760,83.5,11,145.0,,882,17.23,-26.160010071471334,2021-12-02,Morning Ride,,False,,,2673,208.1,False,,9.369,25.04,b9840788,6332600071
Ride,202,,42,35344.6,2021-12-01T04:42:42Z,6,28.280126731842756,656.4,Ride,,4103,75.9,5,168.0,,1114,16.35,-26.160416593775153,2021-12-01,Granny Wednesday,,False,,,4103,159.7,False,,8.614,35.34,b9840788,6328448135
Ride,205,,60,97556.5,2021-11-21T06:39:41Z,0,27.97975561581552,2263.7,Ride,,14852,79.3,0,1256.0,,894,21.768,-26.234072651714087,2021-11-21,947 Cycle Challenge ,,False,,,12591,179.7,False,,7.748,97.56,b9840788,6286496807
Ride,218,,30,27557.1,2021-11-20T05:27:52Z,4,28.27859510667622,616.2,Ride,,3562,82.6,0,132.0,,1299,24.149,-26.15947388112545,2021-11-20,Morning Ride,,False,,,3445,177.4,False,,7.999,27.56,b9840788,6281553862
Ride,219,,36,23619.5,2021-11-17T04:44:48Z,25,28.27851011417806,468.2,Ride,,2403,87.0,10,109.0,,963,13.9,-26.179515095427632,2021-11-17,Morning Ride,,False,,,2403,192.5,False,,9.829,23.62,b9840788,6268522821
Ride,232,,55,31324.5,2021-11-16T04:42:07Z,20,28.27956053428352,701.2,Ride,,3484,81.3,13,183.0,,1138,15.316,-26.15954856388271,2021-11-16,Morning Ride,,False,,,3484,200.8,False,,8.991,31.32,b9840788,6263894781
Ride,226,,50,29734.3,2021-11-12T04:46:40Z,21,28.280131425708532,636.7,Ride,,3215,87.2,11,142.0,,1221,20.81,-26.160290194675326,2021-11-12,Morning Ride,,False,,,3215,197.9,False,,9.249,29.73,b9840788,6245858677
Ride,194,,40,34717.4,2021-11-10T04:43:00Z,4,28.278312385082245,627.6,Ride,,3977,82.7,1,169.0,,996,13.658,-26.15951294079423,2021-11-10,Morning Ride,,False,,,3947,158.8,False,,8.796,34.72,b9840788,6236870259
Ride,212,,46,110067.0,2021-11-07T06:37:36Z,8,28.556748647242785,2459.8,Ride,,13118,82.8,7,810.0,,1192,19.282,-25.79262362793088,2021-11-07,Tshwane Classic ,,False,,,13043,187.8,False,,8.439,110.07,b9840788,6222800543
Ride,212,,48,36699.0,2021-11-06T05:33:56Z,22,28.28015774488449,711.8,Ride,,4294,83.6,6,224.0,,1254,15.71,-26.160452971234918,2021-11-06,Morning Ride,,False,,,4191,169.7,False,,8.757,36.7,b9840788,6217580949
Ride,235,,27,5638.3,2021-11-04T06:07:33Z,2,28.2806546241045,123.4,Ride,,902,70.6,1,34.0,,1257,15.624,-26.15957211703062,2021-11-04,Morning Ride,,False,,,902,134.2,False,,6.251,5.64,b9840788,6209050098
Ride,230,,48,36420.5,2021-11-04T04:41:27Z,36,28.280135616660118,832.1,Ride,,4226,86.8,16,289.0,,917,18.046,-26.16000018082559,2021-11-04,Thumpit Thursday - Kloof & Fishers Hill,,False,,,4177,199.3,False,,8.719,36.42,b9840788,6209017590
Ride,205,,49,35176.9,2021-11-03T04:42:24Z,11,28.278511120006442,702.5,Ride,,4238,86.8,1,203.0,,1366,15.072,-26.159516209736466,2021-11-03,Granny Wednesday ,,False,,,4180,167.0,False,,8.416,35.18,b9840788,6204510407
Ride,211,,47,48412.5,2021-11-01T05:33:16Z,9,28.280301997438073,1002.9,Ride,,5909,85.2,5,319.0,,1155,14.508,-26.16014527156949,2021-11-01,Morning Ride,,False,,,5787,172.0,False,,8.366,48.41,b9840788,6195205018
Ride,198,,53,112235.0,2021-10-31T05:33:32Z,17,28.276617312803864,2128.6,Ride,,15993,83.2,2,832.0,,1205,20.627,-26.15954370237887,2021-10-31,Klapperkop Irene ,,False,,,12823,165.3,False,,8.753,112.23,b9840788,6190507884
Ride,229,,39,29887.6,2021-10-29T04:45:21Z,19,28.28022262081504,646.2,Ride,,3155,91.1,4,150.0,,954,15.48,-26.16048088297248,2021-10-29,"Morning ""coffee"" Ride",,False,,,3155,203.4,False,,9.473,29.89,b9840788,6181401340
Ride,228,,44,37588.7,2021-10-28T04:42:21Z,42,28.280117344111204,814.5,Ride,,4205,86.4,25,269.0,,1151,16.726,-26.16026840172708,2021-10-28,Thumpit Thursday,,False,,,4142,195.5,False,,9.075,37.59,b9840788,6176913525
Ride,215,,41,29651.0,2021-10-27T04:41:00Z,6,28.280116003006697,682.3,Ride,,4247,82.1,2,147.0,,986,11.892,-26.16034417413175,2021-10-27,Granny Wednesday with a flat wheel,,False,,,3541,193.5,False,,8.374,29.65,b9840788,6172174663
Ride,214,,39,47921.9,2021-10-23T05:31:02Z,27,28.280223961919546,1009.3,Ride,,5553,82.5,1,266.0,,1080,13.414,-26.16026303730905,2021-10-23,Om Die Dam plus Vat,,False,,,5441,185.2,False,,8.808,47.92,b9840788,6152579950
Ride,212,,33,29851.4,2021-10-22T04:45:45Z,13,28.280192697420716,604.6,Ride,,3247,83.2,1,144.0,,817,19.518,-26.16043394431472,2021-10-22,Nice Coffee Ride with BL,,False,,,3220,187.9,False,,9.271,29.85,b9840788,6148407763
Ride,214,,24,36567.5,2021-10-21T04:42:00Z,30,28.280176520347595,762.1,Ride,,3976,81.2,15,231.0,,892,14.828,-26.160510554909706,2021-10-21,Morning Ride,,False,,,3951,193.0,False,,9.255,36.57,b9840788,6143924431
Ride,200,,44,113258.0,2021-10-17T05:31:11Z,42,28.28014,2118.0,Ride,,13834,80.9,28,556.0,,1543,14.9,-26.160552,2021-10-17,Morning Ride,,False,,,12126,174.0,False,,9.34,113.26,b9840788,6124553534
Ride,227,,41,29708.0,2021-10-15T04:45:15Z,34,28.280173,614.7,Ride,,3047,85.6,20,132.0,,1084,19.4,-26.160027,2021-10-15,Friday Coffee Ride,,False,,,3018,202.4,False,,9.844,29.71,b9840788,6114801455
Ride,210,,42,40653.9,2021-10-13T04:11:41Z,31,28.300075,786.5,Ride,,6001,79.2,12,201.0,,1178,15.8,-26.126739,2021-10-13,Granny Wednesday,,False,,,4644,169.6,False,,8.754,40.65,b9840788,6105334724
Ride,208,,48,44242.1,2021-10-12T04:17:31Z,44,28.300746,857.0,Ride,,6759,77.5,17,240.0,,1074,15.0,-26.126837,2021-10-12,Morning Ride,,False,,,4887,174.7,False,,9.053,44.24,b9840788,6100210648
Ride,240,,24,14339.3,2021-10-09T07:19:39Z,17,28.278377,315.7,Ride,,1454,81.3,12,53.0,,754,14.5,-26.159148,2021-10-09,One TT Lap,,False,,,1454,218.1,False,,9.862,14.34,b9840788,6084942911
Ride,220,,37,36899.9,2021-10-09T05:34:09Z,27,28.28076,806.1,Ride,,4361,78.4,4,225.0,,1200,14.2,-26.159581,2021-10-09,Om Die Dam,,False,,,4169,193.0,False,,8.851,36.9,b9840788,6084861843
Ride,222,,29,25316.4,2021-10-07T04:43:04Z,19,28.281035,549.6,Ride,,2702,79.5,17,159.0,,693,14.5,-26.159608,2021-10-07,Morning Ride,,False,,,2702,205.3,False,,9.37,25.32,b9406276,6075367146
Ride,195,,48,44636.9,2021-10-06T04:15:59Z,40,28.29993,817.8,Ride,,5987,77.0,21,274.0,,1214,13.6,-26.126793,2021-10-06,Granny Wednesdays,,False,,,5006,163.2,False,,8.917,44.64,b9406276,6070422073
Ride,203,,45,31389.2,2021-10-05T04:42:09Z,31,28.280045,590.9,Ride,,3511,79.4,16,199.0,,785,16.1,-26.159555,2021-10-05,Windy Morning Ride,,False,,,3488,168.8,False,,8.999,31.39,b9406276,6065247265
Ride,190,,46,28771.8,2021-09-29T04:40:52Z,9,28.280177,498.5,Ride,,4681,75.6,3,153.0,,926,14.1,-26.160184,2021-09-29,Granny Wednesday ,,False,,,3396,146.0,False,,8.472,28.77,b9406276,6035959461
Ride,213,,37,96193.9,2021-09-18T07:50:21Z,3,28.458727,2222.1,Ride,,11526,74.6,2,900.0,,864,20.9,-25.685073,2021-09-18,Blue Diamond Classic,,False,,,11526,192.9,False,,8.346,96.19,b9406276,5978289874
Ride,222,,40,26475.4,2021-09-17T04:26:29Z,36,28.280186,510.5,Ride,,3693,77.7,19,138.0,,819,14.2,-26.160235,2021-09-17,Morning Ride,,False,,,2877,178.3,False,,9.202,26.48,b9406276,5972795180
Ride,196,,42,30828.1,2021-09-15T04:42:05Z,12,28.280186,635.8,Ride,,3927,76.1,7,139.0,,1080,15.1,-26.160303,2021-09-15,Morning Ride,,False,,,3844,165.6,False,,8.02,30.83,b9406276,5962323823
Ride,220,,37,31559.5,2021-09-14T04:40:05Z,39,28.28064,564.6,Ride,,3782,72.3,10,181.0,,1069,14.8,-26.160218,2021-09-14,Morning Ride,,False,,,3754,150.4,False,,8.407,31.56,b9406276,5956845156
Ride,190,,34,101292.0,2021-09-11T05:46:12Z,13,28.280151,1952.5,Ride,,15587,73.6,5,656.0,,1138,18.5,-26.1602,2021-09-11,Casual Morning Ride,,False,,,13144,149.2,False,,7.706,101.29,b9406276,5940558397
Ride,205,,31,29406.8,2021-09-10T04:46:26Z,9,28.278923,591.4,Ride,,3485,81.0,3,155.0,,1219,13.2,-26.159517,2021-09-10,Coffee Ride ,,False,,,3445,171.4,False,,8.536,29.41,b9406276,5935265707
Ride,198,,29,36117.0,2021-09-08T04:41:10Z,17,28.280177,732.8,Ride,,4479,80.7,0,221.0,,1297,13.0,-26.160158,2021-09-08,Morning Ride,,False,,,4445,164.5,False,,8.125,36.12,b9406276,5924493391
Ride,208,,32,36391.2,2021-09-02T04:41:21Z,31,28.280233,777.7,Ride,,4414,81.3,9,325.0,,875,16.3,-26.160274,2021-09-02,Thumpit Thursday - Kloof & Fishers Hill,,False,,,4414,175.7,False,,8.244,36.39,b9406276,5891288537
Ride,195,,37,37748.3,2021-09-01T04:41:44Z,21,28.280148,670.2,Ride,,4409,78.3,12,230.0,,1038,16.7,-26.160427,2021-09-01,Morning Ride,,False,,,4409,152.0,False,,8.562,37.75,b9406276,5885879795
Ride,204,,28,31486.8,2021-08-31T04:42:26Z,36,28.280172,533.9,Ride,,3573,77.9,24,179.0,,1064,15.5,-26.160495,2021-08-31,Sunward Ride - BL,,False,,,3573,149.2,False,,8.812,31.49,b9406276,5880221818
Ride,208,,28,29505.8,2021-08-27T04:48:16Z,14,28.279347,604.8,Ride,,3339,83.3,7,135.0,,1123,19.1,-26.159551,2021-08-27,Morning Ride,,False,,,3323,181.7,False,,8.879,29.51,b9406276,5859544208
Ride,197,,27,37554.1,2021-08-26T04:43:10Z,47,28.280199,720.2,Ride,,4736,82.5,25,264.0,,1130,15.4,-26.160464,2021-08-26,Bedford BL,,False,,,4475,161.7,False,,8.392,37.55,b9406276,5854386779
Ride,191,,28,38621.1,2021-08-25T04:42:28Z,24,28.280133,709.1,Ride,,4577,78.0,15,202.0,,1212,15.5,-26.160238,2021-08-25,Granny Wednesday,,False,,,4561,151.5,False,,8.468,38.62,b9406276,5848739518
Ride,205,,27,32718.0,2021-08-24T04:42:01Z,27,28.280208,613.5,Ride,,4414,78.1,9,207.0,,1118,14.1,-26.160459,2021-08-24,Morning Ride with BL,,False,,,4236,145.7,False,,7.724,32.72,b9406276,5842917549
Ride,209,,20,29532.3,2021-08-20T04:46:30Z,37,28.279751,607.9,Ride,,3292,83.5,13,140.0,,1366,13.6,-26.159936,2021-08-20,Morning Coffee Ride,,False,,,3240,187.1,False,,9.115,29.53,b9406276,5821500022
Ride,187,,23,31066.5,2021-08-18T04:41:11Z,7,28.280152,520.4,Ride,,4053,80.9,1,174.0,,1044,15.8,-26.160422,2021-08-18,Morning Ride with BL,,False,,,4028,129.3,False,,7.713,31.07,b9406276,5810649538
Ride,172,,9,35808.0,2021-08-17T19:03:11Z,0,,553.7,Ride,,3724,80.9,0,0,,393,17.3,,2021-08-17,Evening Ride,,False,,,3724,148.5,True,,9.615,35.81,b9406276,5808588999
Ride,188,,6,14411.5,2021-08-15T16:55:51Z,4,28.298501,297.0,Ride,,2311,80.2,4,35.0,,997,12.4,-26.137761,2021-08-15,Afternoon Ride,,False,,,1735,171.9,False,,8.306,14.41,b9406276,5808186033
Ride,190,,24,88000.7,2021-08-09T06:02:40Z,33,28.280155,1570.4,Ride,,10795,80.4,24,474.0,,1044,15.1,-26.159836,2021-08-09,Morning Ride,,False,,,10140,154.6,False,,8.679,88.0,b9406276,5762247712
Ride,,,12,13061.6,2021-08-08T07:45:46Z,7,28.430903,435.3,Ride,,5103,,3,110.0,,,8.6,-25.790634,2021-08-08,Rosemary Hill,,False,,,3629,120.0,False,,3.599,13.06,,5756650077
Ride,199,,17,47354.1,2021-08-07T06:00:25Z,9,28.280611,991.5,Ride,,6273,78.6,1,281.0,,1146,14.6,-26.160959,2021-08-07,Morning Ride,,False,,,6043,164.6,False,,7.836,47.35,b9406276,5751123754
Ride,,,16,29265.8,2021-08-06T04:45:25Z,0,28.280139,603.9,Ride,,3131,,0,161.1,,,14.0,-26.160448,2021-08-06,Morning Ride,,False,,,3131,192.9,False,,9.347,29.27,b9406276,5746244475
Ride,211,,13,30217.7,2021-07-28T12:42:30Z,11,28.300454,726.9,Ride,,3855,75.5,9,181.0,,1027,14.2,-26.126733,2021-07-28,Solo Lunch Ride with strong head winds,,False,,,3725,196.8,False,,8.112,30.22,b9406276,5700145900
Ride,199,,19,75925.5,2021-07-25T07:30:43Z,20,28.280073,1529.6,Ride,,10030,76.8,9,453.7,,1189,13.6,-26.160522,2021-07-25,Morning Ride,,False,,,9470,161.9,False,,8.017,75.93,b9406276,5682960636
Ride,179,,6,20048.1,2021-07-22T19:45:33Z,0,,337.3,Ride,,2134,71.5,0,0,,747,20.1,,2021-07-22,Evening Ride,,False,,,2134,157.9,True,,9.395,20.05,b9406276,5670179415
Ride,160,,6,40019.3,2021-07-21T20:41:52Z,0,,561.5,Ride,,3867,74.1,0,0,,655,17.3,,2021-07-21,Cold Indoor Ride,,False,,,3867,145.1,True,,10.349,40.02,b9406276,5665285090
Ride,191,,21,106596.0,2021-07-18T06:32:56Z,106,28.279795,2207.7,Ride,,15000,76.0,67,1038.4,,1014,20.0,-26.159585,2021-07-18,Morning Ride,,False,,,13851,159.6,False,,7.696,106.6,b9406276,5645591420
Ride,186,,15,68694.0,2021-07-17T06:01:41Z,30,28.277912,1338.4,Ride,,9281,74.1,7,435.6,,1136,13.1,-26.159584,2021-07-17,Morning Ride,,False,,,8762,152.9,False,,7.84,68.69,b9406276,5639627797
Ride,165,,5,40044.7,2021-07-13T18:31:48Z,0,,606.7,Ride,,3828,78.4,0,0,,404,17.4,,2021-07-13,Evening Ride,,False,,,3828,159.4,True,,10.461,40.04,b9406276,5621888407
Ride,225,,3,16641.8,2021-07-13T14:59:43Z,9,28.29986,393.3,Ride,,2633,66.3,2,205.9,,1141,15.4,-26.127097,2021-07-13,Hill Repeats ,,False,,,2353,168.3,False,,7.073,16.64,b9406276,5620769268
Ride,165,,6,20561.6,2021-07-10T12:26:32Z,7,28.299733,389.2,Ride,,3077,78.3,1,102.7,,1374,17.3,-26.127946,2021-07-10,Afternoon ride with the Covid kid,,False,,,2973,131.4,False,,6.916,20.56,b9406276,5604122407
Ride,181,,13,41971.2,2021-07-10T06:09:09Z,42,28.280285,924.2,Ride,,6138,78.7,6,353.0,,1124,17.5,-26.160227,2021-07-10,Lazy Coffee Ride,,False,,,5907,157.2,False,,7.105,41.97,b9406276,5602775084
Ride,185,,11,34161.8,2021-07-09T04:46:23Z,38,28.280159,589.4,Ride,,6140,82.2,7,135.0,,803,13.0,-26.16005,2021-07-09,Morning Ride,,False,,,3616,162.9,False,,9.447,34.16,b9406276,5597911910
Ride,187,,11,37559.5,2021-07-08T04:40:06Z,15,28.280176,740.7,Ride,,4685,79.8,14,273.3,,818,17.3,-26.16045,2021-07-08,Morning Ride,,False,,,4620,160.0,False,,8.13,37.56,b9406276,5592844272
Ride,180,,9,83419.0,2021-07-04T06:00:10Z,6,28.280236,1591.2,Ride,,10396,76.8,2,454.9,,794,14.1,-26.160445,2021-07-04,Ice cold Morning Ride,,False,,,10050,158.6,False,,8.3,83.42,b9406276,5571674803
Ride,198,,8,61350.6,2021-07-03T05:40:50Z,42,28.29983,1365.5,Ride,,11340,77.7,4,338.8,,1217,13.8,-26.12709,2021-07-03,Morning Ride,,False,,,7928,173.1,False,,7.738,61.35,b9406276,5566270340
Ride,211,,7,36800.4,2021-07-02T11:22:09Z,34,28.301364,908.4,Ride,,4715,78.6,9,208.4,,1200,13.2,-26.126619,2021-07-02,Lunch Ride,,False,,,4586,199.1,False,,8.025,36.8,,5562372649
Ride,149,,7,40101.4,2021-06-30T19:30:04Z,0,,535.0,Ride,,3800,84.7,0,0,,657,19.9,,2021-06-30,Evening Ride,,False,,,3800,140.6,True,,10.553,40.1,,5554461764
Ride,175,,13,111127.0,2021-06-27T05:45:06Z,33,28.299839,2103.0,Ride,,15651,73.1,14,1072.7,,906,19.2,-26.127182,2021-06-27,Morning Ride,,False,,,14724,144.2,False,,7.547,111.13,,5535750084
Ride,186,,11,37526.4,2021-06-25T04:35:38Z,0,28.300027,699.3,Ride,,4977,76.3,0,186.0,,1061,13.8,-26.126833,2021-06-25,Morning Ride,,False,,,4419,158.1,False,,8.492,37.53,,5525053470
Ride,179,,2,14247.0,2021-06-23T18:21:17Z,0,,273.4,Ride,,1583,83.3,0,0,,784,19.3,,2021-06-23,Evening Ride,,False,,,1583,177.5,True,,9.0,14.25,,5517348651
Ride,,,2,84660.0,2021-06-20T06:02:00Z,0,,,Ride,,10557,,0,597.4,,,0,,2021-06-20,Morning Ride,,False,,,10557,,False,,8.019,84.66,,5520646170
Ride,,,3,14700.0,2021-01-19T17:38:19Z,0,,,Ride,,2113,,0,0,,,0,,2021-01-19,Evening Ride,,False,,,2113,,False,,6.957,14.7,,4647427888
Run,,,0,4781.9,2020-08-28T16:41:32Z,0,28.246116,,Run,,1795,,0,57.9,,,5.8,-26.068663,2020-08-28,Afternoon Run,,False,6.18,,1773,,False,,2.697,4.78,,4035363533
Run,,,0,4705.1,2020-08-25T16:03:51Z,0,28.299944,,Run,,1810,,0,38.9,,,4.4,-26.126704,2020-08-25,Afternoon Run,,False,5.9,,1666,,False,,2.824,4.71,,4035364409
Run,,,1,6207.0,2020-07-21T11:07:53Z,0,28.301431,,Run,,2476,,0,48.3,,,5.2,-26.126596,2020-07-21,Lunch Run,,False,6.42,,2392,,False,,2.595,6.21,,3795725628
Run,,,1,5100.0,2020-05-22T23:00:35Z,0,,,Run,,2340,,0,0.0,,,0,,2020-05-22,Morning Run,,False,7.65,,2340,,False,,2.179,5.1,,3496534750
Run,,,1,5200.0,2020-05-16T23:09:32Z,0,,,Run,,2242,,0,0,,,0,,2020-05-16,Morning Run,,False,7.19,,2242,,False,,2.319,5.2,,3463805080
Run,,,1,5100.0,2020-05-16T04:45:03Z,0,,,Run,,2288,,0,0,,,0,,2020-05-16,Afternoon Run,,False,7.48,,2288,,False,,2.229,5.1,,3459426225
