sport_type,weighted_average_watts,max_heartrate,kudos_count,distance_m,start_date_local,achievement_count,start_lng,kilojoules,type,calories,elapsed_time_s,average_cadence,pr_count,total_elevation_gain_m,location_city,max_watts,max_speed_ms,start_lat,date,name,average_heartrate,commute,average_pace_min_km,suffer_score,moving_time_s,average_watts,trainer,location_country,average_speed_ms,distance_km,gear_id,id
Run,374,172.0,22,5209.9,2026-06-17T18:31:47Z,3,9.172938,657.7,Run,,1863,78.7,1,44.0,,633,5.18,45.578884,2026-06-17,Evening Run - 32 Degrees is no joke,149.2,False,5.8,,1812,367.5,False,,2.875,5.21,g22614275,18960520932
Run,398,178.0,33,17881.0,2026-06-13T08:05:37Z,38,-2.745706,2350.8,Run,,6988,82.5,20,254.0,,668,4.36,53.22035,2026-06-13,Morning Run,158.4,False,5.52,,5921,397.8,False,,3.02,17.88,g22614275,18900065431
Run,379,160.0,20,11741.9,2026-06-10T18:57:23Z,4,-2.745605,1526.1,Run,,4091,83.3,1,96.0,,644,4.1,53.220648,2026-06-10,Evening Run,146.9,False,5.78,,4069,376.4,False,,2.886,11.74,g28741548,18869238027
Run,379,170.0,29,17224.8,2026-06-07T07:03:26Z,7,-2.745658,2214.8,Run,,5928,82.4,4,149.0,,592,4.28,53.220365,2026-06-07,Morning Run - Feeling gooooood!,154.1,False,5.73,,5925,374.0,False,,2.907,17.22,g22614275,18819156408
Run,362,158.0,16,11473.9,2026-06-04T19:53:50Z,3,-2.745767,1496.1,Run,,4173,81.2,2,88.0,,511,4.02,53.220333,2026-06-04,Evening Run,141.4,False,6.06,,4172,358.7,False,,2.75,11.47,g22614275,18788747432
Run,384,176.0,20,11526.9,2026-06-02T19:15:30Z,0,-2.745737,1502.1,Run,,3995,81.7,0,99.0,,604,4.92,53.220337,2026-06-02,Evening Run,153.4,False,5.73,,3960,380.2,False,,2.911,11.53,g22614275,18760561970
Run,365,178.0,27,12011.4,2026-05-30T08:15:35Z,4,-2.745448,1560.2,Run,,4793,81.6,3,189.0,,673,4.12,53.220481,2026-05-30,Morning Run,156.3,False,5.96,,4298,365.6,False,,2.795,12.01,g28741548,18711794295
Ride,174,175.0,0,155138.0,2026-05-29T16:00:00Z,123,-2.58003,1995.8,Ride,,17222,77.4,122,1085.2,,987,20.655,53.262273,2026-05-29,Hot Friday,137.6,False,,,13540,147.4,False,,11.458,155.14,b9840788,18706729287
VirtualRide,185,165.0,20,30549.8,2026-05-28T22:15:49Z,0,3.498516,683.1,VirtualRide,,4031,79.6,0,135.6,,330,18.2,50.761213,2026-05-28,MyWhoosh - Fans working overtime,121.6,False,,,4031,169.5,False,,7.579,30.55,b9840788,18695176276
VirtualRide,165,150.0,20,41561.5,2026-05-27T21:22:46Z,0,55.300214,1039.0,VirtualRide,,6391,80.4,0,307.2,,401,11.18,24.814202,2026-05-27,MyWhoosh - Tri Endurance #1,128.5,False,,,6391,162.6,False,,6.503,41.56,b9840788,18681376115
Run,394,162.0,18,5324.3,2026-05-24T21:44:47Z,1,-2.7457,718.6,Run,,1873,81.9,0,87.0,,604,3.84,53.220379,2026-05-24,Night Run,147.1,False,5.86,,1873,384.5,False,,2.843,5.32,g22614275,18640606234
VirtualRide,149,142.0,15,26056.3,2026-05-24T20:27:05Z,1,146.715471,611.2,VirtualRide,,4136,83.2,0,252.0,,422,23.46,-19.253497,2026-05-24,MyWhoosh - Zone 2 Endurance 30min,127.4,False,,,4136,147.8,False,,6.3,26.06,b9840788,18640291494
VirtualRide,187,162.0,0,60796.9,2026-05-22T05:30:00Z,0,,1571.2,VirtualRide,,9013,81.8,0,0,,532,20.54,,2026-05-22,Sweet Spot,137.9,False,,,9013,174.3,True,,6.745,60.8,b9840788,18605360790
Run,347,149.0,19,5065.5,2026-05-20T19:17:19Z,0,-2.745519,669.8,Run,,1987,81.1,0,71.0,,504,3.76,53.220451,2026-05-20,Evening Run,137.5,False,6.52,,1980,339.5,False,,2.558,5.07,g28741548,18586154401
WeightTraining,,154.0,13,0.0,2026-05-19T20:34:43Z,0,,,WeightTraining,,1380,,0,0,,,0.0,,2026-05-19,Evening Weight Training,119.1,False,,,1380,,True,,0.0,0.0,,18573225693
Run,395,178.0,17,6059.4,2026-05-19T19:39:02Z,4,-2.745714,816.9,Run,,2141,81.1,2,88.0,,583,4.16,53.220377,2026-05-19,Evening Run,155.2,False,5.87,,2133,383.3,False,,2.841,6.06,g22614275,18572770174
Run,334,172.0,32,21329.4,2026-05-17T09:00:26Z,24,-2.902132,2864.2,Run,,9482,81.0,2,162.0,,589,4.48,53.187331,2026-05-17,Chester Half Marathon,146.6,False,6.74,,8630,332.3,False,,2.472,21.33,g28741548,18542239176
Run,354,165.0,23,3572.6,2026-05-16T12:57:03Z,1,-2.745698,464.5,Run,,1333,80.6,0,31.0,,681,5.34,53.220388,2026-05-16,Lunch Run,142.4,False,6.2,,1329,350.1,False,,2.688,3.57,g22614275,18528632826
VirtualRide,193,173.0,0,67727.4,2026-05-15T06:00:00Z,7,,1511.9,VirtualRide,,8327,85.6,0,0,,601,18.133,,2026-05-15,Indoor Ride,152.0,False,,,8327,181.6,True,,8.133,67.73,b9840788,18513297933
VirtualRide,231,180.0,0,67727.4,2026-05-14T05:30:00Z,8,166.180669,1841.0,VirtualRide,,8327,85.6,0,542.8,,641,18.133,-21.736906,2026-05-14,Morning Ride,176.3,False,,,8309,221.6,False,,8.151,67.73,b9840788,18499706711
Run,,181.0,0,0.0,2026-05-13T06:00:00Z,0,,,Run,,2700,88.0,0,0,,,0.0,,2026-05-13,Indoor run,176.8,False,,,2700,,True,,0.0,0.0,g22614267,18487782913
Run,415,188.0,18,5137.4,2026-05-12T20:15:55Z,3,-2.745541,707.5,Run,,1801,81.1,1,92.0,,692,4.2,53.220596,2026-05-12,Evening Run,161.6,False,5.68,,1752,404.8,False,,2.932,5.14,g22614275,18482127428
Run,357,174.0,28,12577.7,2026-05-09T09:17:31Z,2,-2.745737,1625.2,Run,,4761,80.7,2,94.0,,762,5.04,53.220378,2026-05-09,Morning Run,148.0,False,6.08,,4591,356.2,False,,2.74,12.58,g22614275,18435493792
Run,334,167.0,23,5445.3,2026-05-04T09:02:26Z,0,-2.745715,715.9,Run,,2204,81.1,0,70.0,,530,3.42,53.220375,2026-05-04,Morning Run,131.2,False,6.74,,2204,325.1,False,,2.471,5.45,g22614275,18368791106
Run,334,173.0,33,19323.2,2026-05-02T07:19:55Z,14,-2.74578,2426.8,Run,,8083,81.3,7,159.0,,588,4.52,53.220377,2026-05-02,Morning Run to Chester Parkrun,148.1,False,6.42,,7447,328.9,False,,2.595,19.32,g28741548,18342388341
Run,373,174.0,22,9521.7,2026-04-30T18:45:32Z,4,-2.745666,1245.5,Run,,3567,80.7,3,127.0,,608,4.52,53.220385,2026-04-30,Evening Run,147.1,False,6.21,,3550,353.5,False,,2.682,9.52,g22614275,18322815592
VirtualRide,162,143.0,23,27734.4,2026-04-29T22:31:04Z,0,54.302861,673.1,VirtualRide,,4272,78.5,0,291.2,,233,18.08,23.780417,2026-04-29,MyWhoosh - Endurance 12's #2,129.1,False,,,4272,157.6,False,,6.492,27.73,b9840788,18312413558
Run,408,169.0,22,5078.8,2026-04-27T19:34:12Z,2,-2.745693,698.0,Run,,1748,83.3,0,76.0,,578,4.24,53.220406,2026-04-27,Evening Run,150.3,False,5.72,,1743,400.5,False,,2.914,5.08,g22614275,18282736100
Run,328,161.0,28,18264.4,2026-04-25T08:26:08Z,23,-0.730634,2406.6,Run,,7965,81.2,11,214.0,,518,3.94,52.416825,2026-04-25,Weekend easy long run,144.4,False,6.73,,7375,329.8,False,,2.477,18.26,g28741548,18249517404
Run,359,168.0,25,10130.4,2026-04-23T18:40:57Z,0,-2.74555,1337.4,Run,,3841,81.2,0,125.0,,587,3.78,53.220464,2026-04-23,Evening Run,149.4,False,6.29,,3824,349.9,False,,2.649,10.13,g22614275,18229904479
VirtualRide,152,140.0,16,30127.6,2026-04-22T21:46:58Z,1,54.62125,598.0,VirtualRide,,3999,84.8,0,54.6,,430,12.54,24.052197,2026-04-22,MyWhoosh - Zone 2 Endurance 40min,125.8,False,,,3999,149.5,False,,7.534,30.13,b9840788,18218063501
Run,393,160.0,17,5061.9,2026-04-21T19:56:44Z,0,-2.745714,687.5,Run,,1808,82.5,0,77.0,,590,4.64,53.220405,2026-04-21,Evening Run,149.1,False,5.93,,1801,382.0,False,,2.811,5.06,g22614275,18202802461
Run,306,153.0,31,17123.1,2026-04-19T11:13:53Z,4,-2.745672,2292.5,Run,,7708,77.8,0,165.0,,522,3.22,53.220403,2026-04-19,Lunch Run,134.4,False,7.5,,7703,297.8,False,,2.223,17.12,g28741548,18171510071
Run,345,158.0,0,3455.9,2026-04-18T09:00:13Z,2,-2.681156,488.7,Run,,1617,77.6,2,117.0,,569,3.3,53.227921,2026-04-18,Morning Run,141.6,False,7.32,,1518,323.5,False,,2.277,3.46,g22614275,18154195397
Run,395,173.0,19,6052.0,2026-04-16T19:19:22Z,1,-2.745547,830.3,Run,,2199,81.1,0,90.0,,663,4.36,53.22047,2026-04-16,Evening Run,152.6,False,5.98,,2173,381.5,False,,2.785,6.05,g22614275,18136174881
VirtualRide,174,166.0,22,31463.2,2026-04-15T22:05:08Z,0,-72.774296,622.7,VirtualRide,,3724,82.8,0,110.0,,593,13.06,4.584973,2026-04-15,MyWhoosh - Coffee Trail,140.4,False,,,3724,167.2,False,,8.449,31.46,b9840788,18124521771
Run,336,154.0,22,7145.9,2026-04-14T07:02:06Z,4,5.657285,923.1,Run,,2817,82.9,2,39.0,,494,3.64,50.849094,2026-04-14,Morning Run,137.6,False,6.54,,2806,329.1,False,,2.547,7.15,g28741548,18100174337
Run,326,146.0,25,7136.6,2026-04-13T08:55:36Z,3,5.657236,953.2,Run,,3035,81.2,2,66.0,,498,3.76,50.849044,2026-04-13,Morning Run,135.5,False,6.98,,2990,321.8,False,,2.387,7.14,g28741548,18088088319
Run,340,166.0,28,13440.8,2026-04-11T07:49:56Z,9,5.657256,1788.2,Run,,6290,82.3,3,113.0,,551,4.08,50.849102,2026-04-11,Morning Run,144.3,False,6.78,,5469,342.6,False,,2.458,13.44,g28741548,18061856893
VirtualRide,147,148.0,18,33489.4,2026-04-08T20:55:52Z,0,5.00808,787.1,VirtualRide,,5452,82.0,0,318.4,,1115,20.7,50.187891,2026-04-08,MyWhoosh - 90 Minute Endurance,134.6,False,,,5452,144.4,False,,6.143,33.49,b9840788,18033111815
Run,356,180.0,20,6768.9,2026-04-07T19:07:43Z,0,-2.745605,921.3,Run,,2724,79.6,0,104.0,,873,7.2,53.220587,2026-04-07,Evening Run,145.7,False,6.57,,2667,347.3,False,,2.538,6.77,g22614275,18017526788
VirtualRide,169,151.0,15,16066.1,2026-04-06T20:43:36Z,2,135.777959,303.5,VirtualRide,,1923,82.9,1,32.6,,434,11.52,35.25142,2026-04-06,MyWhoosh - Heian Samurai Circuit,134.3,False,,,1923,157.8,False,,8.355,16.07,b9840788,18004640200
Run,299,154.0,36,5480.0,2026-04-04T10:58:21Z,0,-2.745667,643.3,Run,,2460,78.6,0,91.0,,589,3.74,53.220371,2026-04-04,Morning Family Run,139.5,False,7.41,,2437,273.5,False,,2.249,5.48,g22614275,17972727921
Run,368,164.0,23,6307.9,2026-04-03T09:31:40Z,1,-2.745855,862.1,Run,,2401,81.0,0,94.0,,596,4.02,53.220419,2026-04-03,Morning Run,149.2,False,6.32,,2390,361.2,False,,2.639,6.31,g28741548,17959137462
VirtualRide,140,145.0,18,26533.3,2026-04-01T21:32:08Z,1,56.152716,516.6,VirtualRide,,3731,81.0,0,128.4,,176,16.66,24.576086,2026-04-01,MyWhoosh - Zone 2 Endurance 40min,131.8,False,,,3731,138.5,False,,7.112,26.53,b9840788,17943035002
Run,368,165.0,18,5295.7,2026-03-31T18:20:04Z,0,-2.745672,730.5,Run,,2041,81.4,0,91.0,,597,4.66,53.220591,2026-03-31,Evening Run,143.7,False,6.38,,2027,359.9,False,,2.613,5.3,g22614275,17928348992
Run,361,169.0,22,9256.8,2026-03-28T09:00:26Z,1,-2.745626,1262.7,Run,,3677,78.9,0,138.0,,682,4.34,53.220418,2026-03-28,Morning Run,150.7,False,6.43,,3571,353.4,False,,2.592,9.26,g28741548,17885674006
VirtualRide,167,160.0,19,21036.7,2026-03-24T06:01:45Z,0,-72.765536,392.1,VirtualRide,,2429,80.8,0,44.6,,460,13.28,4.596965,2026-03-24,MyWhoosh - Coffee Trail,141.8,False,,,2429,161.4,False,,8.661,21.04,b9840788,17836433431
Run,389,172.0,21,5028.0,2026-03-23T18:27:35Z,2,-2.745535,700.4,Run,,1837,79.4,0,78.0,,614,5.56,53.220448,2026-03-23,Evening Run,151.9,False,6.08,,1834,382.5,False,,2.742,5.03,g22614275,17831334537
VirtualRide,154,161.0,21,30199.9,2026-03-17T05:49:39Z,3,54.676407,568.8,VirtualRide,,3807,85.5,1,87.6,,448,11.64,24.464538,2026-03-17,MyWhoosh - Yas Marina Circuit,138.5,False,,,3807,149.4,False,,7.933,30.2,b9840788,17750262524
Run,325,173.0,39,10152.1,2026-03-08T09:05:50Z,18,-2.896238,1361.7,Run,,4228,79.0,0,67.0,,458,3.76,53.187624,2026-03-08,Morning Run,151.6,False,6.93,,4222,322.8,False,,2.405,10.15,g28741548,17645321798
Run,294,170.0,31,9310.7,2026-03-01T10:03:04Z,0,-3.013447,1257.0,Run,,4482,75.5,0,98.0,,510,3.24,53.361513,2026-03-01,Morning Run,142.6,False,8.0,,4467,281.7,False,,2.084,9.31,g22614275,17562973003
Run,368,178.0,30,10069.8,2026-02-01T11:29:25Z,4,-2.745702,1354.5,Run,,3746,79.3,1,121.0,,561,4.06,53.220429,2026-02-01,Lunch Run,160.8,False,6.2,,3746,361.9,False,,2.688,10.07,g28741548,17249308718
VirtualRide,150,158.0,26,30861.2,2026-01-24T10:47:46Z,0,-72.806246,579.4,VirtualRide,,4150,82.8,0,92.4,,296,12.88,4.573434,2026-01-24,MyWhoosh - Strength Endurance #1,131.1,False,,,4150,139.6,False,,7.436,30.86,b9840788,17159634727
VirtualRide,152,164.0,23,28038.3,2026-01-10T09:32:18Z,0,56.152732,559.7,VirtualRide,,3797,84.3,0,128.2,,257,15.54,24.576078,2026-01-10,MyWhoosh - Aerobic 12's #1,145.9,False,,,3797,147.4,False,,7.384,28.04,b9840788,16998293525
VirtualRide,138,156.0,17,26627.5,2026-01-04T12:21:27Z,1,54.621255,486.0,VirtualRide,,3569,82.1,0,43.6,,213,12.04,24.052218,2026-01-04,MyWhoosh - Zone 2 Endurance 30min,142.2,False,,,3569,136.2,False,,7.461,26.63,b9840788,16934442844
Run,321,165.0,24,4616.0,2025-12-26T11:32:12Z,0,-0.450181,608.1,Run,,2106,75.0,0,43.0,,499,3.58,50.810667,2025-12-26,Lunch Run - Freezing run,147.7,False,7.27,,2015,302.6,False,,2.291,4.62,g22614275,16843894670
Ride,176,185.0,34,119916.0,2025-09-27T08:11:55Z,0,-1.667362,2887.5,Ride,,20954,68.4,0,2042.0,,725,18.04,53.213087,2025-09-27,Morning Ride/Slog - Peaks Tour,150.0,False,,,19967,144.4,False,,6.006,119.92,b9840788,15952918703
Run,364,180.0,20,7058.7,2025-09-20T11:01:36Z,0,-0.730599,881.5,Run,,2492,80.1,0,61.0,,507,4.28,52.416684,2025-09-20,Lunch Run,160.0,False,5.88,,2492,353.5,False,,2.833,7.06,g22614275,15874378483
VirtualRide,168,152.0,19,18041.7,2025-09-14T09:35:13Z,0,-71.007364,732.9,VirtualRide,,4631,75.0,0,655.0,,354,21.08,24.987676,2025-09-14,MyWhoosh - Snowfall Mountain,133.6,False,,,4631,158.3,False,,3.896,18.04,b9840788,15806138446
VirtualRide,167,166.0,17,30010.7,2025-09-09T07:08:16Z,0,-72.806236,592.8,VirtualRide,,3774,80.6,0,97.0,,603,13.14,4.573427,2025-09-09,MyWhoosh - Phosphate 6,143.5,False,,,3774,157.1,False,,7.952,30.01,b9840788,15748398964
Run,291,156.0,16,4550.8,2025-09-08T17:21:04Z,0,-2.745692,557.1,Run,,2051,75.6,0,86.0,,508,3.38,53.220391,2025-09-08,Afternoon Run,131.4,False,7.36,,2010,278.7,False,,2.264,4.55,g22614275,15741983984
VirtualRide,168,155.0,22,22882.4,2025-09-07T09:42:19Z,0,23.322145,1240.6,VirtualRide,,7572,81.5,0,1013.0,,340,9.22,53.417732,2025-09-07,MyWhoosh - Endurance Climb,139.9,False,,,7572,163.8,False,,3.022,22.88,b9840788,15727167479
VirtualRide,155,162.0,15,24398.3,2025-09-04T06:32:51Z,0,38.431793,553.6,VirtualRide,,3615,80.0,0,226.0,,249,21.44,26.543956,2025-09-04,MyWhoosh - Zone 2 Endurance 30min,144.5,False,,,3615,153.1,False,,6.749,24.4,b9840788,15691092986
Run,325,180.0,23,8001.1,2025-08-30T08:07:37Z,2,-2.745619,995.0,Run,,3236,76.8,1,80.0,,496,3.9,53.220374,2025-08-30,Morning Run,154.7,False,6.7,,3218,312.9,False,,2.486,8.0,g22614275,15633644753
Run,313,179.0,22,9437.2,2025-08-25T10:22:19Z,1,-2.745243,1212.0,Run,,3982,76.5,0,99.0,,477,3.54,53.220437,2025-08-25,Morning Run,154.2,False,7.03,,3982,304.9,False,,2.37,9.44,g22614275,15578827273
Ride,176,183.0,37,120498.0,2025-08-17T07:24:56Z,150,-2.842666,2456.9,Ride,,17232,75.3,51,1236.0,,1031,16.92,53.197456,2025-08-17,Morning Ride,152.3,False,,,16409,149.2,False,,7.343,120.5,b9840788,15488365363
VirtualRide,170,167.0,16,18036.7,2025-08-15T06:50:59Z,0,5.008103,410.4,VirtualRide,,2819,80.7,0,192.0,,1120,16.86,50.18788,2025-08-15,MyWhoosh - Free-ride volume,138.9,False,,,2819,145.6,False,,6.398,18.04,b9840788,15463750615
VirtualRide,175,173.0,15,30048.1,2025-08-14T06:39:19Z,0,37.711521,655.3,VirtualRide,,4078,80.9,0,258.0,,327,15.64,26.735651,2025-08-14,MyWhoosh - Anaerobic Capacity #2,148.6,False,,,4078,160.7,False,,7.368,30.05,b9840788,15452753229
VirtualRide,169,185.0,13,20016.3,2025-08-12T06:26:24Z,0,135.171736,517.4,VirtualRide,,3261,84.5,0,252.0,,465,19.02,35.464573,2025-08-12,MyWhoosh - Endurance #5,152.7,False,,,3261,158.7,False,,6.138,20.02,b9840788,15428870214
VirtualRide,179,172.0,16,20322.4,2025-08-07T20:47:00Z,0,-121.758009,443.2,VirtualRide,,2598,82.6,0,123.0,,282,16.94,37.4143,2025-08-07,MyWhoosh - Sweet Spot 15,152.8,False,,,2598,170.6,False,,7.822,20.32,b9840788,15381041053
VirtualRide,154,166.0,18,30017.0,2025-07-28T06:27:58Z,0,54.62125,563.8,VirtualRide,,3730,86.4,0,54.0,,196,11.48,24.052186,2025-07-28,MyWhoosh - Zone 2 Endurance 40min,148.6,False,,,3730,151.2,False,,8.047,30.02,b9840788,15260083645
Run,343,169.0,20,4445.7,2025-07-10T20:19:56Z,0,-2.745584,550.5,Run,,1807,75.2,0,62.0,,549,4.26,53.220657,2025-07-10,Evening Run,144.7,False,6.78,,1807,307.2,False,,2.46,4.45,g22614275,15072237870
Run,336,164.0,15,5880.6,2025-07-06T10:46:38Z,1,-2.745598,768.5,Run,,2680,76.9,0,72.0,,609,3.94,53.220437,2025-07-06,Morning Run,143.5,False,7.47,,2637,314.0,False,,2.23,5.88,g22614253,15027029174
Run,334,164.0,17,5734.4,2025-07-03T19:37:05Z,0,-2.745691,757.8,Run,,2403,77.5,0,82.0,,516,3.56,53.220354,2025-07-03,Evening Run,143.1,False,6.94,,2389,318.0,False,,2.4,5.73,g22614275,14997783103
Run,280,167.0,28,4581.9,2025-07-01T17:59:35Z,0,-2.745532,531.0,Run,,2072,76.4,0,58.0,,506,3.42,53.22047,2025-07-01,New type of family run,138.5,False,7.41,,2036,260.6,False,,2.25,4.58,g22614275,14975301911
Run,349,175.0,21,4470.6,2025-06-30T19:48:26Z,0,-2.745537,586.5,Run,,1809,75.1,0,62.0,,502,3.82,53.220698,2025-06-30,Evening Run,152.1,False,6.68,,1792,328.2,False,,2.495,4.47,g22614275,14965648503
VirtualRide,189,170.0,22,24489.9,2025-06-04T06:03:25Z,0,148.737502,782.3,VirtualRide,,4363,83.1,0,516.0,,289,23.58,-20.99995,2025-06-04,MyWhoosh - TT Power #2,145.8,False,,,4363,179.3,False,,5.613,24.49,b9840788,14690661596
VirtualRide,171,154.0,17,24493.3,2025-06-02T05:41:39Z,0,135.171736,737.1,VirtualRide,,4432,82.3,0,427.0,,486,19.04,35.464567,2025-06-02,MyWhoosh - Endurance 12's #2,138.9,False,,,4432,166.3,False,,5.526,24.49,b9840788,14669141068
Run,364,184.0,57,21311.5,2025-05-18T09:03:43Z,3,-2.901855,2766.5,Run,,8960,81.4,2,122.0,,529,3.8,53.187446,2025-05-18,Chester Half Marathon,167.4,False,6.13,,7843,353.7,False,,2.717,21.31,g22614275,14517278639
Ride,214,174.0,21,62512.4,2025-05-13T17:35:37Z,82,-2.745515,1435.5,Ride,,8263,72.8,39,481.0,,947,17.64,53.220467,2025-05-13,Afternoon Ride,143.5,False,,,7803,184.3,False,,8.011,62.51,b9840788,14470363115
Golf,,122.0,21,9712.3,2025-05-11T09:25:32Z,0,-2.550471,,Golf,,17107,,0,171.0,,,2.1,53.322072,2025-05-11,Morning Golf,94.2,False,,,10084,,False,,0.963,9.71,,14446509945
Run,342,175.0,34,10053.9,2025-05-08T19:51:49Z,4,-2.745753,1295.7,Run,,3956,79.4,2,114.0,,516,3.98,53.220492,2025-05-08,Evening Run with my running buddy,147.5,False,6.5,,3923,330.8,False,,2.563,10.05,g22614253,14419428307
VirtualRide,195,170.0,21,30109.4,2025-05-08T05:58:26Z,1,-121.758009,650.2,VirtualRide,,3748,86.7,1,160.0,,373,16.76,37.414303,2025-05-08,MyWhoosh - Lactate Tolerance #2,143.0,False,,,3748,173.5,False,,8.033,30.11,b9840788,14412227553
Hike,,143.0,0,2024.4,2025-05-07T20:10:35Z,0,-2.746663,,Hike,,1978,59.5,0,10.0,,,2.96,53.220098,2025-05-07,Evening Hike,110.8,False,11.42,,1388,,False,,1.459,2.02,,14408928322
Ride,195,173.0,25,54951.2,2025-05-06T18:16:49Z,33,-2.747697,1134.4,Ride,,7885,70.8,21,408.0,,1294,16.74,53.227825,2025-05-06,Evening Ride with the Gents,139.1,False,,,6997,158.7,False,,7.854,54.95,b9840788,14398362730
VirtualRide,182,157.0,16,30443.3,2025-05-06T07:01:36Z,0,146.715492,733.9,VirtualRide,,4223,88.4,0,297.0,,728,23.46,-19.253488,2025-05-06,MyWhoosh - Endurance #4,140.7,False,,,4223,173.8,False,,7.209,30.44,b9840788,14391782196
Workout,,81.0,15,0.0,2025-05-04T13:38:43Z,0,,,Workout,,334,,0,0,,,0.0,,2025-05-04,Breath work,68.0,False,,,334,,True,,0.0,0.0,,14374920963
Run,383,168.0,35,17201.3,2025-05-03T14:57:38Z,7,-2.745747,2228.7,Run,,5957,80.7,6,128.0,,565,3.84,53.220383,2025-05-03,Afternoon Run,154.7,False,5.77,,5949,374.8,False,,2.891,17.2,g22614275,14366316635
VirtualRide,186,160.0,19,30120.1,2025-05-02T05:56:47Z,0,-120.610249,661.3,VirtualRide,,3787,82.5,0,210.0,,324,17.74,38.601413,2025-05-02,MyWhoosh - TT Speed #4,142.9,False,,,3787,174.6,False,,7.954,30.12,b9840788,14350956951
Run,384,172.0,26,5130.4,2025-05-01T19:19:53Z,0,-2.745839,661.1,Run,,1814,77.8,0,73.0,,587,4.96,53.220369,2025-05-01,Evening Run,150.6,False,5.87,,1808,366.2,False,,2.838,5.13,g22614275,14347528263
VirtualRide,155,150.0,25,28202.9,2025-05-01T06:03:51Z,0,-121.758009,570.0,VirtualRide,,3732,82.5,0,158.0,,210,16.86,37.414292,2025-05-01,MyWhoosh - Zone 2 Endurance 40min,138.4,False,,,3732,152.7,False,,7.557,28.2,b9840788,14339583914
Ride,202,175.0,34,63276.6,2025-04-29T17:36:05Z,49,-2.745582,1449.1,Ride,,9009,73.8,37,487.0,,949,16.4,53.220339,2025-04-29,Afternoon Ride,147.1,False,,,8109,178.5,False,,7.803,63.28,b9840788,14325800753
Run,356,170.0,31,6129.8,2025-04-28T19:01:52Z,2,-2.745633,782.6,Run,,2253,79.4,0,78.0,,525,3.76,53.220378,2025-04-28,Evening Run,145.4,False,6.11,,2248,348.8,False,,2.727,6.13,g22614253,14314624720
Run,342,164.0,20,5281.2,2025-04-24T19:57:36Z,2,-2.745728,680.0,Run,,2070,80.4,0,70.0,,490,3.44,53.220382,2025-04-24,Evening Run,140.2,False,6.51,,2063,332.4,False,,2.56,5.28,g22614267,14275731616
Run,380,184.0,27,5052.9,2025-04-23T19:11:43Z,1,-2.745733,648.6,Run,,1802,79.4,1,72.0,,613,4.4,53.220305,2025-04-23,Evening Run,157.7,False,5.92,,1794,362.4,False,,2.817,5.05,g22614253,14265560937
Ride,193,178.0,35,113094.0,2025-04-19T09:04:38Z,57,-0.448852,2556.0,Ride,,16321,77.2,53,1009.0,,1304,16.84,50.812292,2025-04-19,Morning Solo Ride,148.7,False,,,15234,168.0,False,,7.424,113.09,b9840788,14222367011
Golf,,136.0,21,9061.6,2025-04-18T15:11:13Z,0,-0.385565,,Golf,,14227,,0,210.0,,,2.38,50.842365,2025-04-18,Afternoon Golf - Colt Worthing Golf Club,102.8,False,,,9072,,False,,0.999,9.06,,14215778708
Run,353,171.0,19,6416.7,2025-04-18T10:08:23Z,0,-0.449437,786.7,Run,,2266,80.6,0,16.0,,449,3.7,50.811372,2025-04-18,Morning Intervals,150.8,False,5.84,,2250,350.0,False,,2.852,6.42,g22614275,14210936310
Run,343,166.0,33,16112.5,2025-04-13T14:14:16Z,0,-2.745618,2049.8,Run,,6012,80.3,0,110.0,,549,3.44,53.220384,2025-04-13,Afternoon Run,150.0,False,6.22,,6012,341.0,False,,2.68,16.11,g22614275,14166662522
Workout,,87.0,0,0.0,2025-04-11T19:59:01Z,0,,,Workout,,346,,0,0,,,0.0,,2025-04-11,Evening Workout,73.1,False,,,346,,True,,0.0,0.0,,14148634014
VirtualRide,198,174.0,23,34001.9,2025-04-11T07:02:27Z,0,54.62125,724.0,VirtualRide,,3878,88.1,0,58.0,,298,12.82,24.052186,2025-04-11,MyWhoosh - Threshold Power #1,152.8,False,,,3878,186.7,False,,8.768,34.0,b9840788,14143272802
Run,359,176.0,27,5069.2,2025-04-09T19:09:51Z,1,-2.745803,661.1,Run,,1883,79.5,0,57.0,,497,3.6,53.220397,2025-04-09,Evening Run,145.2,False,6.19,,1883,351.1,False,,2.692,5.07,g22614253,14130005196
Run,335,165.0,33,15049.2,2025-04-05T09:08:50Z,0,-0.348211,1905.2,Run,,5956,79.5,0,53.0,,495,3.94,51.460558,2025-04-05,Morning Run,150.8,False,6.18,,5580,342.9,False,,2.697,15.05,g22614275,14085034584
Run,380,178.0,27,5068.7,2025-04-03T19:03:25Z,3,-2.745843,664.5,Run,,1806,79.3,3,67.0,,523,4.0,53.220396,2025-04-03,Evening Run,158.9,False,5.92,,1800,374.8,False,,2.816,5.07,g22614275,14071173628
VirtualRide,170,153.0,23,31706.5,2025-04-02T07:09:14Z,0,54.987028,619.9,VirtualRide,,3796,88.8,0,31.0,,238,11.28,23.358186,2025-04-02,MyWhoosh - Endurance 12's #1,135.6,False,,,3796,163.3,False,,8.353,31.71,b9840788,14055739717
VirtualRide,189,166.0,18,24040.9,2025-04-01T07:53:44Z,3,54.978225,558.1,VirtualRide,,3251,84.2,2,195.0,,338,16.88,23.402679,2025-04-01,MyWhoosh - Lactate Tolerance #1,137.1,False,,,3251,171.7,False,,7.395,24.04,b9840788,14045680780
